"","GMCF_2615_053","GMCF_2615_054","GMCF_2615_055","GMCF_2615_057","GMCF_2615_058","GMCF_2615_059","GMCF_2615_060","GMCF_2615_061","GMCF_2615_062","GMCF_2615_063","GMCF_2615_064","GMCF_2615_065","GMCF_2615_066","GMCF_2615_068","GMCF_2615_120","GMCF_2615_121","GMCF_2615_122","GMCF_2615_123","GMCF_2615_124","GMCF_2615_125","GMCF_2615_126","GMCF_2615_127","GMCF_2615_128","GMCF_2615_129","GMCF_2615_130","GMCF_2615_131","GMCF_2615_132","GMCF_2615_133","GMCF_2615_135"
"Unclassified Paracoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Paracoccaceae",0,13,11,0,0,0,106,195,144,38,37,0,4124,0,0,0,0,0,0,0,4,33,0,97,30,0,0,0,0
"Unclassified Rhodobacterales",0,0,0,1,0,0,62,12,4,0,0,0,267,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
"Unclassified Roseomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Acetobacteraceae",31,0,21,0,0,0,12,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0
"Unclassified Rickettsiales",0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
"Unclassified Novosphingobium",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"Sphingobium sp.",0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Sphingobium",0,0,0,0,0,0,0,175968,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0
"Sphingomonas aerolata",0,0,0,0,0,0,0,18606,5223,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4337,0,0,0,1,0
"Sphingomonas sp.",40,47,90,61,0,1,313,2842101,1526545,482,170,0,313,1,3,1,1,24,0,2,0,69,16,1386903,72,2,11,41,0
"Unclassified Sphingomonas",273,819,1182,307,0,3,3191,17756742,7178850,5257,2650,4,4034,3,25,58,82,479,3,18,66,1879,134,6759931,438,18,111,630,3
"Unclassified Sphingopyxis",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Sphingomonadaceae",40,20,84,8,0,0,322,1301225,416972,189,163,0,136,0,0,0,55,9,45,29,0,223,6,331233,108,79,4,11,0
"Unclassified Sphingomonadales",13,98,12,18,0,0,258,60813,50559,247,233,1,48,0,1,0,0,0,2,0,0,60,0,48190,12,0,5,3,0
"Unclassified Alphaproteobacteria",4,26,53,1,0,0,366,463670,218895,300,114,0,1120,0,0,1,2,28,0,2,0,420,5,185821,91,5,4,61,0
"Caballeronia mineralivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Caballeronia",0,2,0,1,0,0,0,17,44,0,0,0,5,0,0,0,1,8,0,0,0,2,0,9,0,0,0,0,0
"Unclassified Ralstonia",22,27,52,9,0,0,238,792,813,80,44,0,230,0,1,0,2,15,0,1,0,108,0,542,27,26,2,19,0
"Unclassified Burkholderiaceae",86,16,48,4,0,0,114,1043,979,26,34,1,2106,0,3,1,3,29,0,0,0,57,0,576,67,0,5,255,0
"Unclassified Comamonadaceae",17,14,1,2,0,0,135,555,250,99,4,0,120,0,0,0,14,6,0,0,2,11,0,117,45,5,0,3,0
"Unclassified Variovorax",343,908,393,285,0,12,1457,3547,4568,783,421,72,307,0,5,45,90,68,10,9,45,492,0,3489,419,151,128,281,8
"Variovorax sp.",0,5,0,0,0,0,9,413,216,93,2,0,62,0,1,0,2,5,0,0,0,9,0,191,2,0,2,8,0
"Herbaspirillum sp.",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Unclassified Burkholderiales",8,82,1,1,0,0,74,832,742,78,24,0,160,0,3,58,2,27,1,0,0,29,0,448,198,1,23,15,0
"Unclassified Betaproteobacteria",1,51,4,5,0,0,52,412,843,15,43,0,164,0,1,0,20,69,1,1,0,8,1,189,8,1,7,5,1
"Colwellia marinimaniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacterium hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Chromatium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Rheinheimera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter freundii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Citrobacter",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cronobacter sakazakii",0,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Cronobacter",0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0
"Unclassified Enterobacter",0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia albertii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia coli",609,1557,4340,249,2,472,893,140,554,639,1038,504,4775538,308,5,186,629,604,480,233,224,475,2,704,342,378,839,2540,311
"Escherichia fergusonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Escherichia",0,719,14,4,0,0,6,192,95,15,119,0,106743,0,0,71,0,5,2,0,0,6,0,104,122,0,587,17,207
"Klebsiella pneumoniae",0,601,0,33,0,0,5,14,40,185,2,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0
"Unclassified Klebsiella",0,134,0,0,0,0,1,13,212,81,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Raoultella electrica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Raoultella",0,0,0,0,0,0,2,46,24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0
"Salmonella enterica",42,262,228,0,0,0,15,13,556,55,24,0,52815,0,0,0,17,3,0,0,0,5,0,7,3,0,4,26,0
"Shigella flexneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shigella boydii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shigella dysenteriae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shigella sonnei",0,126,0,0,0,0,0,0,1,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Shigella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Enterobacteriaceae",60,671,78,18,0,257,54,437,397,55,17,1,114848,0,0,0,1,7,0,2,0,243,0,237,64,0,34,68,0
"Unclassified Yokenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Pantoea",8,104,149,29,1,0,314,2779,2057,684,31,1,25567,2,1,1,11,40,1,2,0,160,0,1443,47,2,159,107,1
"Unclassified Photorhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Providencia stuartii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Morganellaceae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Xenorhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Enterobacterales",9,108,13,4,1,0,188,4029,4209,185,73,38,74083,0,2,10,16,37,1,6,0,464,2,2273,154,17,15,183,1
"Unclassified Rahnella",0,15,59,0,0,0,11,282,188,74,1,4,3626,0,0,0,0,8,0,0,0,10,0,193,9,0,0,8,0
"Serratia ureilytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Serratia",0,3,161,0,0,0,180,19,82,46,6,0,8490,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
"Acinetobacter haemolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Acinetobacter",12,365,126,11,0,0,54,354,694,333,14,0,587,0,7,0,21,34,2,24,162,63,1,227,245,0,27,16,2
"Unclassified Psychrobacter",7,296,5,10,0,0,86,561,798,990,13,1,320,0,3,7,12,167,234,49,163,8054,0,254,17,1,22,18,0
"Unclassified Moraxellaceae",0,2,1,0,0,0,2,9,8,11,1,0,1,0,0,0,1,3,0,0,0,28,0,3,1,0,1,3,0
"Unclassified Alcanivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Alcanivoracaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Marinobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas aeruginosa",111,121,20,2,0,0,124,471,684,529,44,0,271,0,0,0,39,2,0,37,35,84,0,309,85,10,9,46,0
"Pseudomonas syringae",0,2,0,1,0,0,0,1,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Unclassified Pseudomonas",411,9381,857,1727,2,239,3688,97728,67636,6085,1212,20,22429,12,366,222,815,4412,796,3545,1314,54449,21,55499,3011,470,1921,4153,56
"[Pseudomonas] sp.",3,51,0,0,0,0,25,340,1285,6,70,0,53,0,4,0,8,22,0,0,0,44,0,922,32,0,7,4,1
"Unclassified Pseudomonadaceae",2,46,4,6,0,0,52,3206,10695,54,9,0,419,1,1,0,7,72,0,12,1,107,0,9194,47,4,8,41,1
"Unclassified Pseudomonadales",0,11,2,1,0,0,58,610,383,36,4,0,104,0,0,0,0,11,0,0,0,8,0,306,4,0,2,21,0
"Unclassified Gammaproteobacteria",24,1065,80,8,0,3,112,3907,3659,153,29,1,3425,0,8,14,24,115,3,77,17,296,4,2112,121,1,17,63,0
"Unclassified Vibrionales",0,0,0,0,0,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Vibrionaceae",0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Vibrio",0,5,0,0,0,0,0,4,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Vibrio cholerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio parahaemolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Xanthomonadales",1,5,2,0,0,0,24,180,141,3,2,0,23,0,0,0,0,7,0,90,0,8,0,90,0,0,0,5,0
"Stenotrophomonas indicatrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Stenotrophomonas",514,3241,723,234,0,14,19178,362791,340119,7960,3285,10,80951,25,282,284,1265,3951,30,1325,321,39176,13,236915,12325,1026,1131,13390,40
"Unclassified Xanthomonadaceae",0,10,0,1,0,2,13,1172,429,35,5,0,55,0,6,6,4,36,0,60,0,49,0,227,1,0,19,10,0
"Unclassified Xanthomonas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xanthomonas fragariae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xanthomonas oryzae",0,0,0,0,0,0,1,24,36,0,0,0,1,0,0,0,0,1,0,0,0,1,0,26,0,0,0,0,0
"Xanthomonas sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Pseudomonadota",95,2703,17,40,0,9,1501,41559,51596,569,69,100,2359,0,4,43,14,88,63,3,4,740,0,43271,1497,118,25,134,6
"Borreliella garinii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio piger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Desulfovibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Bacteria",674,145239,1122,1316,0,4,4376,60495,38354,8889,3008,4,2625,4,2,414,68,1383,24,178,134,670,0,19517,97,321,23,396,7
"[Streptomyces] sp.",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plasmodium ovale",32,6798,2,76,0,0,129,13,364,186,0,2,0,0,0,114,0,94,0,0,0,4,0,2,4,105,0,0,0
"Sarcocystis tenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caerostris darwini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caerostris extrusa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Caerostris",0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trichonephila clavipes",0,0,6,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Trichonephila",0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Araneae",8,0,27,0,0,0,62,4,1074,16,39,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
"Timema douglasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Phasmatodea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Insecta",33,6,0,0,0,0,2338,1120,79662,4174,3251,0,0,0,0,0,0,2,0,0,0,0,0,277,0,0,3,0,0
"Unclassified Arthropoda",0,9,0,0,0,0,204,90,11261,492,351,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0
"Arthonia susa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sclerophora amabilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudovirgaria hyperparasitica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharata proteae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Rachicladosporium",3,4,1,0,0,0,2,3,7,0,0,0,0,0,0,0,0,87,0,0,0,1,0,4,24,0,0,0,0
"Aureobasidium melanogenum",0,0,0,0,0,0,61,1,1,0,58,0,0,0,0,2,0,0,0,0,0,143,0,0,20,0,0,0,0
"Aureobasidium pullulans",0,0,0,0,0,0,0,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Unclassified Aureobasidium",0,1,0,0,0,0,51,7,100,0,30,0,0,0,0,0,0,0,0,0,0,10,0,10,184,0,0,0,0
"Unclassified Cercospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Friedmanniomyces endolithicus",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Friedmanniomyces simplex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hortaea werneckii",0,18,2,0,0,0,556,7,214,20,332,0,2,0,3,0,3,11,0,1,0,230,0,243,726,84,0,1,0
"Peltaster fructicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ascochyta lentis",0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,0,0
"Didymella exigua",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0
"Didymella glomerata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Didymella heteroderae",0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0
"Didymella sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"Unclassified Didymella",0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0
"Macroventuria anomochaeta",0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0
"Neodidymelliopsis sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stagonosporopsis vannaccii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
"Unclassified Didymellaceae",0,1,0,0,0,0,0,1,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6210,0,0,0,0
"Unclassified Didymosphaeriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lophiotrema nucula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Periconia macrospinosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
"Alternaria alternata",0,50,0,581,0,0,7385,1,152,4590,33,0,1,0,0,0,1,0,0,0,0,4219,0,69,9894,0,0,0,0
"Unclassified Alternaria",11,444,3,6998,0,0,69967,97,409,50311,35,0,18,0,5,3,2,42,91,37,0,40003,0,237,99511,0,9,1,2
"Unclassified Bipolaris",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curvularia kusanoi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyrenophora seminiperda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyrenophora tritici-repentis",0,0,0,0,0,0,177,29,21,128,0,0,4,0,0,0,0,5,0,0,0,0,0,18,2345,0,1,2,0
"Unclassified Pyrenophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Pleosporaceae",112,7,0,473,0,0,6972,7,332,5619,50,0,2,0,0,0,0,0,0,0,0,4050,0,452,13049,0,0,0,0
"Unclassified Pleosporales",39,9,0,199,0,0,4101,31,231,5041,0,0,53,0,0,0,0,7,0,8,0,3210,0,23,18973,0,1,0,0
"Lizonia empirigonia",0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077,0,0,0,0
"Unclassified Dothideomycetes",108,172,0,0,0,0,1161,167,496,512,441,0,29,0,0,0,1,3,0,0,0,1977,0,121,1773,181,0,5,0
"Verruconis gallopava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Herpotrichiellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0
"Unclassified Aspergillus",0,0,0,0,0,0,246,1,4,3,0,0,3,0,0,0,0,0,0,0,0,357,0,1,216,0,0,0,0
"Unclassified Penicillium",47,259,3,5,0,0,485,225,531,193,31,0,22,0,1,0,12,25,7,0,0,652,0,253,246,36,30,15,0
"Unclassified Aspergillaceae",50,2,0,0,0,0,122,1,2,32,124,0,1,0,0,0,1,0,0,0,0,161,0,0,117,0,0,0,0
"Unclassified Eurotiales",0,0,0,0,0,0,63,0,48,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0
"Trichophyton mentagrophytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Onygenales",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Eurotiomycetes",0,4,0,0,0,0,743,0,133,28,36,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0
"Puttea exsequens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Lecanoromycetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cadophora malorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coleophoma crateriformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drepanopeziza brunnea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Hyaloscypha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptodontidium sp.",0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
"Acephala macrosclerotiorum",0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
"Rutstroemia sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Sclerotiniaceae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Helotiales",0,98,0,1,0,0,72,65,86,82,0,0,85,0,0,0,0,2,0,0,0,358,0,36,74,1,2,0,0
"Claussenomyces sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudogymnoascus sp.",3,1,1,0,0,0,5,2,53,4,1,0,0,0,0,0,0,0,0,0,0,8,0,2,35,0,0,0,0
"Unclassified Pseudogymnoascus",69,0,0,0,0,0,37,0,13,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,19,0,0,0,0
"Scytalidium sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Leotiomycetes",51,5,0,0,0,0,193,13,11,12,0,0,2,0,0,0,0,0,0,0,0,295,0,8,40,0,1,1,0
"Xylogone sp.",0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0
"Unclassified Pyronemataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diaporthe sojae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Diaporthales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colletotrichum chrysophilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Colletotrichum",0,0,0,0,0,0,354,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1604,0,0,0,0,0,0,0
"Unclassified Glomerellales",0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0
"Unclassified Clonostachys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Metarhizium brunneum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusarium sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Fusarium",3,6,0,1,0,0,3530,4,9,102,0,0,0,0,1,1,0,22,0,1,0,7227,0,1,82,0,2,0,0
"Unclassified Hypocreales",0,29,29,0,0,0,2384,6,834,97,0,0,2,0,0,0,0,3,0,0,1,3768,0,885,229,0,0,0,0
"Unclassified Pyricularia",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Sordariomycetes",0,4,1,78,0,0,19321,25,858,135,6,0,2,0,0,0,0,0,0,0,0,35461,0,895,308,0,1,0,0
"Unclassified Hypoxylaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Xylariales",0,0,0,0,0,0,450,0,0,11,0,0,0,0,0,0,0,0,0,0,0,146,0,0,4,0,0,0,0
"Unclassified Ascomycota",139,169,0,18,0,0,9643,81,10474,1613,361,0,7,0,3,14,30,20,2,0,0,15372,0,15116,4804,116,1,1,0
"Cyphobasidiales sp.",3,1,2,1,0,0,4,90,126,0,1,1,11,0,0,0,0,0,0,0,0,4,0,51,0,30,0,1,0
"[Rhodotorula] sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unclassified Malassezia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodotorula mucilaginosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodotorula toruloides",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
